S-ZORB.PT_6008.DACA,S-ZORB.LC_5101.PV,S-ZORB.CAL_H2.PV,S-ZORB.FT_9302.PV,S-ZORB.LT_3801.DACA,S-ZORB.SIS_TE_2802,S-ZORB.TE_5201.DACA,S-ZORB.TC_2801.PV,S-ZORB.FT_2303.DACA,S-ZORB.LC_5001.PV,S-ZORB.CAL.SPEED.PV,S-ZORB.FT_1503.TOTALIZERA.PV,S-ZORB.FT_1504.TOTALIZERA.PV,S-ZORB.LI_2104.DACA,S-ZORB.TE_1107.DACA.PV,S-ZORB.TE_6008.DACA.PV,S-ZORB.TE_1101.DACA.PV,S-ZORB.TE_6001.DACA.PV,S-ZORB.TE_1104.DACA.PV,S-ZORB.PDT_2104.PV,S-ZORB.CAL.CANGLIANG.PV,S-ZORB.TE_1106.DACA.PV,S-ZORB.TE_1103.DACA.PV,S-ZORB.PC_2401.PIDA.OP,S-ZORB.PC_2401.PIDA.SP,S-ZORB.TE_2001.DACA,j
-0.203031775,50.031865,0.288838805,5052.58755,1.69192515,278.301285,58.988052,277.986195,24.592385999999998,54.999885,2.97769605,37045177.5,38432882.0,40.558265000000006,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,108.70133,40.5624055,0.26625,0.338789,86.06048,0.17,12265800.0,1.3
-0.19334841,50.070459,0.28895733,6167.5641,1.6642098,282.553425,58.2535855,282.25052999999997,24.5791755,54.9492475,2.9717156000000005,36915420.0,38376984.0,40.6290355,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,108.89913,40.618898,0.26625,0.338789,86.06048,0.17,12265800.0,1.3
-0.152750837,50.794005,0.28865038,4502.27835,1.37098245,276.008865,54.544998,275.82038,24.861186,54.956929,2.99815265,36599601.0,38223105.0,40.2750155,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,107.89200000000001,40.284082,0.26625,0.338789,86.06048,0.17,12265800.0,1.5
-0.22514562,50.0936545,0.288880835,4526.573,1.601845375,272.64042,58.60002049999999,271.769,25.217180499999998,55.052806000000004,3.2574774,36068044.0,37911041.0,37.073614500000005,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,99.36944100000001,37.064555,0.26625,0.338789,86.06048,0.17,12265800.0,1.7
-0.288328495,49.999927500000005,0.28855266,4581.6383,1.73647385,265.61357000000004,58.709681,264.39658,25.172826999999998,54.9482635,3.1953927,35816125.5,37774787.0,37.831435,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,101.352405,37.8172275,0.26625,0.338789,86.06048,0.17,12265800.0,1.7
-0.251886205,49.9707205,0.288132995,4546.96265,1.74452005,267.159655,57.439669499999994,266.24027,25.0979735,54.973537,3.20444895,35617321.5,37672689.0,37.6916985,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,101.026105,37.6824875,0.26625,0.338789,86.06048,0.17,12265800.0,1.1
-0.24491100000000002,50.034442,0.29242701,4540.05865,1.7622796000000003,254.041515,57.011208999999994,253.02711000000002,25.088117999999998,55.000629,3.262378,35343544.0,37536067.5,36.954640500000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,99.0746465,36.9483495,0.26625,0.338789,86.06048,0.17,12265800.0,1.51
-0.18704722,50.0534085,0.280241965,4475.5709,1.71480145,264.02321,56.919351500000005,262.85521,25.2273675,55.05492099999999,3.4141921,35221922.5,37467378.0,36.812144,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,98.66861750000001,36.8031485,0.26625,0.338789,86.06048,0.17,12265800.0,1.11
-0.228667685,50.0438325,0.269270155,4549.13365,1.54252139,271.74756,57.043034,270.362995,25.23285,54.9985495,3.57539755,35154110.5,37432584.0,36.5828935,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,98.084753,36.573184000000005,0.26625,0.338789,86.06048,0.17,12265800.0,1.21
-0.16619317,49.989111,0.27392456,4500.7443,1.27650913,266.388885,48.5383,265.59854,25.609789499999998,55.0529,3.5686811,34807983.0,37263643.0,36.614406,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,98.138614,36.605458500000005,0.26625,0.338789,86.06048,0.17,12265800.0,1.51
-0.174767805,49.9471195,0.27799551,4511.9544,1.7615009999999998,270.027475,48.855821500000005,267.866345,25.731601,54.957522,3.7428083,34678032.5,37197079.5,35.758852000000005,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,95.8454465,35.7517935,0.26625,0.338789,86.06048,0.17,12265800.0,1.01
-0.242165775,49.826674,0.2788055,4583.71595,1.67492495,276.59188,59.3492855,275.078685,25.730033,55.01998149999999,3.7496047,34407167.5,37065328.5,35.6293085,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,95.498006,35.62133,0.26625,0.338789,86.06048,0.17,12265800.0,1.61
-0.27436359,50.0601785,0.278431265,4618.46725,1.69541045,259.19262000000003,52.203508,257.23821499999997,25.8159845,55.0043755,3.7420388,34199259.5,36967655.0,35.7198645,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,95.74094699999999,35.7111365,0.26625,0.338789,86.06048,0.17,12265800.0,1.41
-0.29406327,50.066952,0.278567045,4596.4395,1.7931278000000002,263.30892,69.999797,261.635665,25.823710000000002,55.040375,3.72028795,33912314.5,36846920.0,35.948513500000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,96.3538015,35.939728,0.26625,0.338789,86.06048,0.17,12265800.0,1.41
-0.278479715,49.988591,0.276427675,4651.5628,1.75477155,269.078145,68.288543,267.01147000000003,25.758917,55.060081000000004,3.79215,33695766.5,36754434.0,35.571492,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,95.34326,35.545138,0.26625,0.338789,86.06048,0.17,12265800.0,1.51
-0.21837649999999997,50.0453715,0.27619601,4564.50455,1.74674445,263.4127,65.5644755,261.56933,25.7330165,55.0459035,3.77264685,33411452.5,36629384.0,35.714465000000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,95.7482885,35.705946000000004,0.26625,0.338789,86.06048,0.17,12265800.0,1.41
-0.175984753,49.438987,0.27583924,4533.7025,1.098963355,273.530225,57.48666600000001,272.118635,25.7526355,55.030411,3.7607646,33193829.5,36532975.0,35.8757495,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,96.1417405,35.86061,0.26625,0.338789,86.06048,0.17,12265800.0,1.11
-0.235171535,50.133679,0.27617506,4598.02005,1.7246648,269.98321,64.154686,269.070085,25.9807315,55.010277,3.69513785,32912428.0,36403932.5,36.472345000000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,97.757846,36.4634335,0.26625,0.338789,86.06048,0.17,12265800.0,1.41
-0.23895711,50.0174815,0.274386855,4615.06575,1.6992668000000002,270.07478,81.0748895,268.020415,25.829227,55.041190500000006,3.8004425000000004,32703051.0,36305708.0,35.725241,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,95.755358,35.716511499999996,0.26625,0.338789,86.06048,0.17,12265800.0,1.21
-0.190056385,49.942425,0.27654933,4564.50345,1.65241905,278.324175,57.199504000000005,275.784085,25.866735000000002,54.99841850000001,3.77936025,32421584.5,36173850.5,35.9737995,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,96.434262,35.948945,0.26625,0.338789,86.06048,0.17,12265800.0,1.71
-0.208205925,50.0468185,0.27414076,4562.2682,1.71689665,267.51982999999996,58.03500699999999,265.95687999999996,25.8086365,55.0492435,3.6891496,32221687.0,36078424.0,36.8510695,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,98.77295,36.842063,0.26625,0.338789,86.06048,0.17,12265800.0,1.41
-0.21675396,49.9082825,0.27343975,4611.0522,1.6490447,273.31196,61.60236999999999,271.717685,25.64144,54.975168999999994,3.67916845,31952889.0,35947441.0,36.9146365,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,98.8992025,36.9080645,0.26625,0.338789,86.06048,0.17,12265800.0,1.11
-0.20969109,49.898188,0.273350285,4570.5396,1.7242198,275.2442,57.84504200000001,273.894865,25.3971645,55.0185515,3.66585,31752907.0,35854191.5,37.106706,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,99.4640355,37.0996515,0.26625,0.338789,86.06048,0.17,12265800.0,0.91
-0.222580135,50.098387,0.273756465,4596.74695,1.5569813,272.055865,62.576777500000006,270.00669,25.1284775,55.035586,3.65288025,31495685.5,35727934.0,37.183122,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,99.841914,37.174037,0.26625,0.338789,86.06048,0.17,12265800.0,1.11
-0.211724835,49.997647,0.27232804,4574.5112,1.6755371,266.352265,59.884386,264.020555,24.9324725,55.003857999999994,3.6558131,31302926.0,35629586.0,37.2492655,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,99.8664535,37.243338,0.26625,0.338789,86.06048,0.17,12265800.0,1.41
-0.20266927,50.042459,0.27271695,4565.3272,1.8029908,281.79028999999997,56.43948,280.02815499999997,24.701052999999998,54.9422715,3.6203722000000003,31054287.0,35497151.5,37.546565,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,100.6702145,37.53739,0.26625,0.338789,86.06048,0.17,12265800.0,1.31
-0.273134955,50.1082575,0.28424549,4570.1413,1.74021875,287.489315,53.820809,285.247535,24.669499,54.950751000000004,3.7094154,30868029.0,35400555.0,36.689557,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,98.338541,36.6807975,0.26625,0.338789,86.06048,0.17,12265800.0,1.31
-0.30185281,48.281068,0.28147155,4541.7849,1.74681865,272.24358,53.3748205,270.17477,24.0784125,55.587157,3.6722315,30396380.0,35152318.0,37.038674,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,99.27579449999999,37.0296255,0.26625,0.338789,86.06048,0.17,12265800.0,1.24
-0.209836195,45.837790000000005,0.28174415,4593.58065,1.90332235,273.750005,53.5209595,272.19633500000003,23.8127655,55.6073105,3.7070781999999998,30123677.0,34997352.5,36.6608665,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,98.263142,36.651908,0.26625,0.338789,86.06048,0.17,12265800.0,1.44
-0.252714225,57.420986,0.2935899,4491.58785,1.2730607,264.899265,56.54324449999999,263.23425,23.8174875,55.044846,3.7272099,29912048.0,34880588.5,36.551753000000005,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,97.955937,36.542821,0.26625,0.338789,86.06048,0.17,12265800.0,1.54
-0.211311425,49.941106500000004,0.28506799,4557.0779999999995,1.66821405,280.270135,59.400175,278.598875,23.957483,46.084883500000004,3.78600315,29648284.5,34707979.5,35.874358,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,96.1576585,35.8655905,0.26625,0.338789,86.06048,0.17,12265800.0,1.22
-0.302132405,48.631011,0.292383015,4584.6563,1.62576065,265.931015,76.76585,263.916715,23.7770375,46.001344,3.8745883,29475178.0,34574734.0,35.043921000000005,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,93.9536805,35.0358335,0.26625,0.338789,86.06048,0.17,12265800.0,1.54
-0.232065625,50.007445000000004,0.28522315,4584.8229,1.57744845,273.128825,58.0143085,271.135625,23.24948,46.0231285,3.75457725,29269478.5,34394333.5,36.169606,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,96.9400035,36.1651885,0.26625,0.338789,86.06048,0.17,12265800.0,1.4
-0.264310185,50.019541,0.280968025,4587.1487,1.83065075,284.5116,46.540963,282.27579,23.073782,54.95926800000001,3.8473099000000004,29102376.5,34267145.0,35.3026315,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,94.62262249999999,35.294004,0.26625,0.338789,86.06048,0.17,12265800.0,1.2
-0.193964285,50.0629635,0.28014578,4478.2035,1.74768965,285.547925,54.70273050000001,282.45034,22.6150075,53.894833,4.03095405,28881570.5,34096431.0,33.726521999999996,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.398135,33.7113665,0.26625,0.338789,86.06048,0.17,12265800.0,1.2
-0.302141115,49.9340185,0.28754683,4577.6246,1.40201615,284.92674,56.9988015,282.380205,22.754807,55.00634399999999,4.0289735,28702256.5,33963408.5,33.7106795,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.345772,33.706033000000005,0.26625,0.338789,86.06048,0.17,12265800.0,1.3
-0.302139555,49.859052500000004,0.285253945,4517.8741,1.6281705,296.03022999999996,54.195653500000006,294.240795,22.414232000000002,55.008143000000004,3.992197,28481974.0,33784535.0,34.013214500000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,91.158774,34.0199065,0.26625,0.338789,86.06048,0.17,12265800.0,1.2
-0.302114495,50.0335145,0.28229917,4561.4338,1.76146425,282.1978,60.6066485,281.480005,21.942161,55.008644499999996,3.87379765,28329955.0,33652924.5,35.039103999999995,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,93.92085,35.0305415,0.26625,0.338789,86.06048,0.17,12265800.0,1.1
-0.30213390000000007,49.943706,0.28223159999999997,4566.2136,1.72169855,273.331815,51.673732,272.32279500000004,21.4678915,54.98489250000001,3.96091485,28132773.5,33492032.0,34.290568,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,91.909961,34.282185999999996,0.26625,0.338789,86.06048,0.17,12265800.0,1.0
-0.302133705,49.995309000000006,0.27109036,4584.4762,1.60564605,268.850745,67.36500600000001,268.02954,21.143338,54.9642775,3.94472435,27989375.0,33369841.0,34.4289305,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,92.235141,34.4163455,0.26625,0.338789,86.06048,0.17,12265800.0,1.18
-0.30212805,50.069215500000006,0.27077093,4498.14205,1.66782495,268.108955,51.894482,266.04593,20.782566,55.0138395,4.110070200000001,27755370.5,33208229.5,33.075282,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,88.651546,33.0677805,0.26625,0.338789,86.06048,0.17,12265800.0,1.4
-0.302138515,49.9674575,0.266477645,4530.3699,1.71142765,273.76833,51.218304499999995,272.347605,20.652163,55.019147499999995,4.11440435,27603723.0,33055256.0,32.966542,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,88.3611415,32.9584845,0.26625,0.338789,86.06048,0.17,12265800.0,1.2
-0.277139185,50.044723,0.26607656,4514.42225,1.45158905,276.99175499999996,56.0528765,275.79812000000004,20.628825,55.0072335,4.08354345,27357667.0,32910257.5,33.2465515,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,89.11166300000001,33.238429,0.26625,0.338789,86.06048,0.17,12265800.0,1.2
-0.30214144,50.043405,0.266399455,4501.99235,1.7805403000000002,267.51679,68.62095649999999,266.23572,20.384276500000002,55.0271815,4.08550965,27180075.0,32785241.5,33.252345,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,89.15055550000001,33.249843,0.26625,0.338789,86.06048,0.17,12265800.0,1.2
-0.30212818,50.061832,0.26550583,4493.0313,1.6030316999999998,272.577825,56.627070999999994,270.821505,20.226078,55.002076,4.07209975,26996853.0,32595179.5,33.388634,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,89.4924855,33.380475,0.26625,0.338789,86.06048,0.17,12265800.0,1.4
-0.30213221,50.015442,0.26613345,4473.96385,1.4931158000000002,279.029315,59.028575,277.234405,20.126831,54.979029000000004,4.0385622,26857340.5,32430908.5,33.618863,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.109291,33.6117875,0.26625,0.338789,86.06048,0.17,12265800.0,1.1
-0.30212292,49.939102500000004,0.27988749,4488.94785,1.6911279,274.674915,57.5614405,272.18821,19.877014499999998,55.030039,3.8516987,26669124.5,32219822.0,33.9301545,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.9993025,33.9218635,0.26625,0.338789,86.06048,0.17,12265800.0,1.25
-0.30212857,50.02394,0.2888344,4480.1739,1.73517615,271.221,56.033033999999994,269.08991000000003,19.51073,55.021244499999995,3.5471567999999998,26531502.5,32054842.0,34.029118,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,91.2091915,34.020801500000005,0.26625,0.338789,86.06048,0.17,12265800.0,1.75
-0.30212857,50.0130495,0.28792044,4482.6138,1.54871345,280.42429500000003,58.87624,278.141705,19.146103,54.9859135,3.5431416,26375039.0,31802358.5,34.1238665,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,91.397042,34.117208500000004,0.26625,0.338789,86.06048,0.17,12265800.0,1.18
-0.302151815,50.0154785,0.305957615,4453.90935,1.57340725,269.513125,52.197258500000004,267.77594500000004,18.9219885,55.015899,3.52237405,26255005.0,31611635.0,34.3027955,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,91.9427395,34.294413,0.26625,0.338789,86.06048,0.17,12265800.0,1.68
-0.302127335,49.984881,0.306093905,4469.7913,1.53605155,276.61936000000003,56.91681,274.926515,18.601967000000002,54.9554995,3.5384176,26089063.5,31357268.0,34.162125,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,91.5763225,34.1498955,0.26625,0.338789,86.06048,0.17,12265800.0,1.78
-0.302134875,50.0653565,0.307025805,4452.2828,1.5525323999999998,276.49573,57.476261,274.646575,18.412314000000002,55.027961499999996,3.56436365,25970750.5,31168719.0,33.8955475,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.8656445,33.897973,0.26625,0.338789,86.06048,0.17,12265800.0,1.58
-0.302131885,49.984303999999995,0.265752935,4501.7865,1.44502615,270.001535,58.6471075,268.54123500000003,17.666731,54.99240699999999,4.00126155,25804989.0,30913669.0,33.936301,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.94471999999999,33.9241065,0.26625,0.338789,86.06048,0.17,12265800.0,1.58
-0.30212688,50.008278000000004,0.26563963,4488.9397,1.45928245,269.23076000000003,57.383663500000004,268.244355,17.5116815,54.9952845,3.98192005,25678307.5,30720084.5,34.079273,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,91.34796700000001,34.0709445,0.26625,0.338789,86.06048,0.17,12265800.0,1.08
-0.25546834,50.008278999999995,0.28201409,4357.60685,0.99462761,282.332115,52.781709,280.795665,17.160719,54.9793625,3.99930435,25520678.0,30463075.5,33.982781,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,91.0849925,33.974475,0.26625,0.338789,86.06048,0.17,12265800.0,1.28
-0.302114835,50.2531465,0.27973602,4361.99565,1.5344488,267.51322000000005,50.4077785,265.268925,16.863995499999998,55.290985,4.066468700000001,25381036.5,30272530.0,33.701876500000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.112851,33.661756,0.26625,0.338789,86.06048,0.17,12265800.0,1.28
-0.30213559,50.0994065,0.28256501,4357.06275,1.097758405,275.564705,51.702217499999996,273.57374500000003,16.545545999999998,55.019999,4.01966225,25174181.5,30019610.0,33.780702500000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.5537685,33.776685,0.26625,0.338789,86.06048,0.17,12265800.0,1.38
-0.302138905,50.0184465,0.28330238,4375.95005,1.17593627,272.57174,54.6353715,270.79011,16.648559,55.0346765,3.98133595,24973975.5,29765838.5,34.1049935,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,91.4116755,34.1084475,0.26625,0.338789,86.06048,0.17,12265800.0,1.58
-0.302135005,50.006609000000005,0.284586355,4387.02125,1.37059314,268.79122,55.404074,266.342675,16.61347,55.0109625,4.0461895,24817954.5,29572641.5,33.544103,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,89.879982,33.540265000000005,0.26625,0.338789,86.06048,0.17,12265800.0,1.78
-0.27171833,50.013158000000004,0.285006405,4362.29745,1.57477885,277.91056499999996,52.595641,276.79247000000004,16.459313,54.963719499999996,4.0177705999999995,24674705.0,29379657.0,33.7672305,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.502018,33.764810499999996,0.26625,0.338789,86.06048,0.17,12265800.0,1.78
-0.30214027,49.9697765,0.28592967,4450.3075,1.296957135,281.20268500000003,59.558574,279.22123,15.895532000000001,54.9854115,4.09717275,24483494.0,29121647.0,33.123507000000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,88.7826955,33.1154125,0.26625,0.338789,86.06048,0.17,12265800.0,1.48
-0.302146315,49.980446,0.363003375,4461.16595,0.92640485,269.677945,74.841211,269.484735,16.8258465,54.9971775,3.3161977,24154530.0,28668084.5,33.395254,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,89.51023199999999,33.387094,0.26625,0.338789,86.06048,0.17,12265800.0,1.4
-0.302146115,50.007908,0.32769934,4433.9957,0.89935675,275.38919500000003,63.203252,274.66994,16.663027,55.015305500000004,3.62197075,24032046.5,28478001.0,33.342089,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,89.383256,33.333940999999996,0.26625,0.338789,86.06048,0.17,12265800.0,1.3
-0.302140595,50.144887,0.330931735,4449.7154,0.77733474,286.72924,62.8882725,285.466375,16.0805545,55.072419999999994,3.6590436,23821796.5,28166131.0,33.0168865,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,88.527518,33.008818,0.26625,0.338789,86.06048,0.17,12265800.0,1.4
-0.300232545,49.9923755,0.304320985,4462.20625,1.08073985,272.60073,65.19204,271.02308999999997,15.521848,54.979622,4.142619799999999,23697931.0,28034490.0,32.825540000000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,87.9832145,32.817518,0.26625,0.338789,86.06048,0.17,12265800.0,1.8
-0.24269887,50.002563,0.300745435,4458.19205,1.300868945,275.10074,59.6888765,273.840995,15.244682000000001,54.844611,4.0916286,23448025.0,27786805.5,33.251994,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,89.0691535,33.242166499999996,0.26625,0.338789,86.06048,0.17,12265800.0,1.48
-0.256831275,49.981763,0.30043325,4433.39285,0.681934365,286.68650499999995,52.1535275,285.58893,15.093376999999998,54.8570065,4.050406,23274225.5,27609317.0,33.6086045,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.02905,33.6003915,0.26625,0.338789,86.06048,0.17,12265800.0,1.38
-0.303233855,50.0176315,0.301532965,4415.55515,0.80601417,285.67919,57.925771499999996,284.92638999999997,15.145099499999999,54.83375649999999,3.9602559,23066807.5,27371243.5,34.3132345,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,92.00394150000001,34.2969,0.26625,0.338789,86.06048,0.17,12265800.0,1.68
-0.2979868,49.986678999999995,0.29473212,4451.31795,0.958328495,282.606845,62.68898050000001,280.86933999999997,15.3143525,54.863370999999994,4.04073115,22908148.0,27192363.5,33.655688500000004,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.2113385,33.6409885,0.26625,0.338789,86.06048,0.17,12265800.0,1.18
-0.118453079,50.0212675,0.29653195,4443.2885,-0.51967287,277.68315,57.872046499999996,275.50514,15.2881465,54.843607999999996,4.04914775,22692527.0,26954900.5,33.568914,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.002065,33.5623085,0.26625,0.338789,86.06048,0.17,12265800.0,0.98
-0.30434517,50.043943,0.29468189,4453.15655,-0.55485936,275.518935,53.590672999999995,273.66624,15.392048,54.822251,4.0401365,22544266.5,26789448.5,33.629115500000005,-0.00035156300000000005,0.6894531,6.879375,0.6679688,6.946113,90.0969945,33.622101,0.26625,0.338789,86.06048,0.17,12265800.0,1.58
